measure,sex,age,risk,year,val,upper,lower
Deaths,Both,50 to 54,Tobacco,2006,0.895714534,1.181053143,0.610671875
Deaths,Both,50 to 54,Alcohol use,2006,1.087286938,1.359546205,0.827698576
Deaths,Both,50 to 54,Occupational exposure to formaldehyde,2006,0.024875895,0.056875453,0.004874334
Deaths,Male,55 to 59,Tobacco,2006,2.353579845,3.062230494,1.659647787
Deaths,Male,55 to 59,Alcohol use,2006,2.536413193,3.174129386,1.939053625
Deaths,Male,55 to 59,Occupational exposure to formaldehyde,2006,0.035708283,0.089220813,0.003098648
Deaths,Female,55 to 59,Tobacco,2006,0.09081213,0.140156342,0.05026059
Deaths,Female,55 to 59,Alcohol use,2006,0.180170446,0.274009955,0.105281416
Deaths,Female,55 to 59,Occupational exposure to formaldehyde,2006,0.010412186,0.027310474,0.000211586
Deaths,Both,55 to 59,Tobacco,2006,1.239571634,1.609123286,0.876901455
Deaths,Both,55 to 59,Alcohol use,2006,1.376385254,1.735853109,1.043629606
Deaths,Both,55 to 59,Occupational exposure to formaldehyde,2006,0.023254482,0.052048868,0.004682956
Deaths,Male,60 to 64,Tobacco,2006,2.71882447,3.498274295,1.982289595
Deaths,Male,60 to 64,Alcohol use,2006,2.621529077,3.25034952,1.969413117
Deaths,Male,60 to 64,Occupational exposure to formaldehyde,2006,0.031248692,0.080872642,0.0005737
Deaths,Female,60 to 64,Tobacco,2006,0.14416768,0.21813242,0.084638931
Deaths,Female,60 to 64,Alcohol use,2006,0.212382449,0.321353717,0.127645589
Deaths,Female,60 to 64,Occupational exposure to formaldehyde,2006,0.010208416,0.026096536,0.000580957
Deaths,Both,60 to 64,Tobacco,2006,1.43625343,1.848195089,1.044075441
Deaths,Both,60 to 64,Alcohol use,2006,1.421407295,1.771617193,1.055493384
Deaths,Both,60 to 64,Occupational exposure to formaldehyde,2006,0.020767432,0.046773605,0.004084351
Deaths,Male,65 to 69,Tobacco,2006,3.280346761,4.150221215,2.38317784
Deaths,Male,65 to 69,Alcohol use,2006,2.970654472,3.734169103,2.229930841
Deaths,Male,65 to 69,Occupational exposure to formaldehyde,2006,0.024925421,0.066313752,0.001219058
Deaths,Female,65 to 69,Tobacco,2006,0.1993627,0.295024535,0.121215533
Deaths,Female,65 to 69,Alcohol use,2006,0.216011545,0.325719357,0.127440133
Deaths,Female,65 to 69,Occupational exposure to formaldehyde,2006,0.006882355,0.01794439,0.000205989
Deaths,Both,65 to 69,Tobacco,2006,1.713320589,2.179350129,1.253213112
Deaths,Both,65 to 69,Alcohol use,2006,1.569609391,1.986721808,1.168985602
Deaths,Both,65 to 69,Occupational exposure to formaldehyde,2006,0.015748497,0.035999099,0.003017272
Deaths,Male,70 to 74,Tobacco,2006,3.955549032,5.032328269,2.92076521
Deaths,Male,70 to 74,Alcohol use,2006,3.360644405,4.253892708,2.493964794
Deaths,Male,70 to 74,Occupational exposure to formaldehyde,2006,0.029157709,0.078219438,0.00057934
Deaths,Female,70 to 74,Tobacco,2006,0.305335104,0.453910279,0.184133071
Deaths,Female,70 to 74,Alcohol use,2006,0.320874974,0.476486696,0.189639276
Deaths,Female,70 to 74,Occupational exposure to formaldehyde,2006,0.011549248,0.030441024,0.000414109
Deaths,Both,70 to 74,Tobacco,2006,2.052086597,2.608499821,1.505992953
Deaths,Both,70 to 74,Alcohol use,2006,1.775508016,2.254799114,1.293442745
Deaths,Both,70 to 74,Occupational exposure to formaldehyde,2006,0.019975495,0.04421154,0.004658001
Deaths,Male,75 to 79,Tobacco,2006,3.889864181,4.915636658,2.858933947
Deaths,Male,75 to 79,Alcohol use,2006,2.948420221,3.748229775,2.129142083
Deaths,Male,75 to 79,Occupational exposure to formaldehyde,2006,0.012091724,0.032489409,0.000202645
Deaths,Female,75 to 79,Tobacco,2006,0.318724129,0.464848331,0.198406449
Deaths,Female,75 to 79,Alcohol use,2006,0.340947038,0.522270174,0.19781644
Deaths,Female,75 to 79,Occupational exposure to formaldehyde,2006,0.0057303,0.014805189,0.000146496
Deaths,Both,75 to 79,Tobacco,2006,1.973230632,2.505769934,1.453227498
Deaths,Both,75 to 79,Alcohol use,2006,1.548987404,1.990423202,1.106484415
Deaths,Both,75 to 79,Occupational exposure to formaldehyde,2006,0.008677543,0.018186418,0.002018995
Deaths,Male,<1 year,Tobacco,2006,0,0,0
Deaths,Male,<1 year,Alcohol use,2006,0,0,0
Deaths,Male,<1 year,Occupational exposure to formaldehyde,2006,0,0,0
Deaths,Female,<1 year,Tobacco,2006,0,0,0
Deaths,Female,<1 year,Alcohol use,2006,0,0,0
Deaths,Female,<1 year,Occupational exposure to formaldehyde,2006,0,0,0
Deaths,Both,<1 year,Tobacco,2006,0,0,0
Deaths,Both,<1 year,Alcohol use,2006,0,0,0
Deaths,Both,<1 year,Occupational exposure to formaldehyde,2006,0,0,0
Deaths,Male,80 to 84,Tobacco,2006,4.151225411,5.135838382,3.114765989
Deaths,Male,80 to 84,Alcohol use,2006,2.766386569,3.565304223,1.903525786
Deaths,Male,80 to 84,Occupational exposure to formaldehyde,2006,0,0,0
Deaths,Female,80 to 84,Tobacco,2006,0.406308076,0.58982589,0.258235011
Deaths,Female,80 to 84,Alcohol use,2006,0.416637988,0.629643578,0.249697425
Deaths,Female,80 to 84,Occupational exposure to formaldehyde,2006,0,0,0
Deaths,Both,80 to 84,Tobacco,2006,1.993859989,2.502988302,1.489375209
Deaths,Both,80 to 84,Alcohol use,2006,1.41274752,1.824075023,0.955342111
Deaths,Both,80 to 84,Occupational exposure to formaldehyde,2006,0,0,0
Deaths,Male,85 to 89,Tobacco,2006,4.287529294,5.3532356,3.171387249
Deaths,Male,85 to 89,Alcohol use,2006,2.940548068,3.772256767,2.010882812
Deaths,Male,85 to 89,Occupational exposure to formaldehyde,2006,0,0,0
Deaths,Female,85 to 89,Tobacco,2006,0.343002519,0.507119296,0.210406237
Deaths,Female,85 to 89,Alcohol use,2006,0.478167559,0.707725773,0.285642138
Deaths,Female,85 to 89,Occupational exposure to formaldehyde,2006,0,0,0
Deaths,Both,85 to 89,Tobacco,2006,1.775511822,2.23235496,1.313565955
Deaths,Both,85 to 89,Alcohol use,2006,1.372415003,1.792078735,0.937327867
Deaths,Both,85 to 89,Occupational exposure to formaldehyde,2006,0,0,0
Deaths,Male,90 to 94,Tobacco,2006,3.418831484,4.341477891,2.50022843
Deaths,Male,90 to 94,Alcohol use,2006,2.523660031,3.232781869,1.741643073
Deaths,Male,90 to 94,Occupational exposure to formaldehyde,2006,0,0,0
Deaths,Female,90 to 94,Tobacco,2006,0.384186375,0.565543543,0.235094414
Deaths,Female,90 to 94,Alcohol use,2006,0.537350595,0.794111607,0.314893126
Deaths,Female,90 to 94,Occupational exposure to formaldehyde,2006,0,0,0
Deaths,Both,90 to 94,Tobacco,2006,1.275031986,1.645736153,0.925832659
Deaths,Both,90 to 94,Alcohol use,2006,1.120448447,1.465640536,0.74442198
Deaths,Both,90 to 94,Occupational exposure to formaldehyde,2006,0,0,0
Deaths,Male,95 plus,Tobacco,2006,4.110222173,5.325711282,2.863483976
Deaths,Male,95 plus,Alcohol use,2006,2.887200153,3.763136405,1.958410417
Deaths,Male,95 plus,Occupational exposure to formaldehyde,2006,0,0,0
Deaths,Female,95 plus,Tobacco,2006,0.428914288,0.637895975,0.264125697
Deaths,Female,95 plus,Alcohol use,2006,0.674754091,0.985975804,0.394590086
Deaths,Female,95 plus,Occupational exposure to formaldehyde,2006,0,0,0
Deaths,Both,95 plus,Tobacco,2006,1.369297149,1.817058708,0.94012416
Deaths,Both,95 plus,Alcohol use,2006,1.239919087,1.657560854,0.809802424
Deaths,Both,95 plus,Occupational exposure to formaldehyde,2006,0,0,0
Deaths,Male,15 to 19,Alcohol use,2007,0.015040757,0.021828438,0.009153263
Deaths,Male,15 to 19,Occupational exposure to formaldehyde,2007,0.000561806,0.001474067,1.16E-05
Deaths,Female,15 to 19,Alcohol use,2007,0.00156936,0.002345675,0.000867509
Deaths,Female,15 to 19,Occupational exposure to formaldehyde,2007,0.000258464,0.000652694,8.92E-06
Deaths,Both,15 to 19,Alcohol use,2007,0.008537125,0.012285631,0.005212747
Deaths,Both,15 to 19,Occupational exposure to formaldehyde,2007,0.00041536,0.000930989,9.35E-05
Deaths,Male,20 to 24,Alcohol use,2007,0.047013373,0.061924734,0.033277316
Deaths,Male,20 to 24,Occupational exposure to formaldehyde,2007,0.001725267,0.004453495,7.38E-05
Deaths,Female,20 to 24,Alcohol use,2007,0.004668513,0.007038695,0.002665295
Deaths,Female,20 to 24,Occupational exposure to formaldehyde,2007,0.000797308,0.002052617,2.59E-05
Deaths,Both,20 to 24,Alcohol use,2007,0.026194351,0.034560779,0.018475552
Deaths,Both,20 to 24,Occupational exposure to formaldehyde,2007,0.001269032,0.002823468,0.00030607
Deaths,Male,25 to 29,Alcohol use,2007,0.087344358,0.111915918,0.064796789
Deaths,Male,25 to 29,Occupational exposure to formaldehyde,2007,0.008067041,0.019616252,0.000162188
Deaths,Female,25 to 29,Alcohol use,2007,0.007628762,0.011234733,0.004701588
Deaths,Female,25 to 29,Occupational exposure to formaldehyde,2007,0.004066831,0.010324476,0.000182408
Deaths,Both,25 to 29,Alcohol use,2007,0.047770995,0.061646453,0.035216164
Deaths,Both,25 to 29,Occupational exposure to formaldehyde,2007,0.006081209,0.012498223,0.001327961
Deaths,Male,30 to 34,Tobacco,2007,0.047394948,0.078311408,0.019825338
Deaths,Male,30 to 34,Alcohol use,2007,0.189552553,0.236871204,0.14125253
Deaths,Male,30 to 34,Occupational exposure to formaldehyde,2007,0.01131028,0.029001193,-6.57E-05
Deaths,Female,30 to 34,Tobacco,2007,0.00157,0.002839848,0.000541728
Deaths,Female,30 to 34,Alcohol use,2007,0.015300528,0.022820218,0.008914576
Deaths,Female,30 to 34,Occupational exposure to formaldehyde,2007,0.005068733,0.012597699,0.000327975
Deaths,Both,30 to 34,Tobacco,2007,0.024765961,0.040911817,0.0103154
Deaths,Both,30 to 34,Alcohol use,2007,0.103504517,0.130204323,0.076801849
Deaths,Both,30 to 34,Occupational exposure to formaldehyde,2007,0.008228119,0.017362978,0.001826823
Deaths,Male,35 to 39,Tobacco,2007,0.217787931,0.327446216,0.107058829
Deaths,Male,35 to 39,Alcohol use,2007,0.463061365,0.582349949,0.348623742
Deaths,Male,35 to 39,Occupational exposure to formaldehyde,2007,0.027538379,0.068794206,0.000893936
Deaths,Female,35 to 39,Tobacco,2007,0.005786559,0.010268822,0.002187969
Deaths,Female,35 to 39,Alcohol use,2007,0.0316636,0.047691825,0.018719572
Deaths,Female,35 to 39,Occupational exposure to formaldehyde,2007,0.010243087,0.026596487,0.000522883
Deaths,Both,35 to 39,Tobacco,2007,0.114084231,0.170774591,0.056309468
Deaths,Both,35 to 39,Alcohol use,2007,0.252036578,0.316420129,0.188317289
Deaths,Both,35 to 39,Occupational exposure to formaldehyde,2007,0.019078124,0.041235258,0.004547455
Deaths,Male,40 to 44,Tobacco,2007,0.60309209,0.857791165,0.357045774
Deaths,Male,40 to 44,Alcohol use,2007,0.952889155,1.183681683,0.728651131
Deaths,Male,40 to 44,Occupational exposure to formaldehyde,2007,0.042174492,0.104756315,0.002709322
Deaths,Female,40 to 44,Tobacco,2007,0.015656764,0.027409904,0.006541753
Deaths,Female,40 to 44,Alcohol use,2007,0.068192072,0.102323755,0.040264493
Deaths,Female,40 to 44,Occupational exposure to formaldehyde,2007,0.013906075,0.037974712,0.000460217
Deaths,Both,40 to 44,Tobacco,2007,0.315898901,0.450269165,0.18590656
Deaths,Both,40 to 44,Alcohol use,2007,0.520366687,0.649284849,0.393051893
Deaths,Both,40 to 44,Occupational exposure to formaldehyde,2007,0.028354253,0.060232361,0.006364093
Deaths,Male,45 to 49,Tobacco,2007,0.993484192,1.347424979,0.649228872
Deaths,Male,45 to 49,Alcohol use,2007,1.291846821,1.571627386,0.995155313
Deaths,Male,45 to 49,Occupational exposure to formaldehyde,2007,0.045357324,0.118416333,0.00197999
Deaths,Female,45 to 49,Tobacco,2007,0.028987258,0.047712703,0.013394328
Deaths,Female,45 to 49,Alcohol use,2007,0.080959891,0.122235313,0.050049532
Deaths,Female,45 to 49,Occupational exposure to formaldehyde,2007,0.013104791,0.034209113,0.000406136
Deaths,Both,45 to 49,Tobacco,2007,0.525304034,0.715158618,0.340884114
Deaths,Both,45 to 49,Alcohol use,2007,0.70406555,0.859764806,0.540544084
Deaths,Both,45 to 49,Occupational exposure to formaldehyde,2007,0.029701498,0.066767448,0.005275349
Deaths,Male,50 to 54,Tobacco,2007,1.656963979,2.183656944,1.129607873
Deaths,Male,50 to 54,Alcohol use,2007,1.96589494,2.417810157,1.506026271
Deaths,Male,50 to 54,Occupational exposure to formaldehyde,2007,0.036032586,0.092603097,0.001237973
Deaths,Female,50 to 54,Tobacco,2007,0.053501585,0.085190636,0.02569694
Deaths,Female,50 to 54,Alcohol use,2007,0.144786628,0.21046417,0.087386972
Deaths,Female,50 to 54,Occupational exposure to formaldehyde,2007,0.011478961,0.03183987,0.000345744
Deaths,Both,50 to 54,Tobacco,2007,0.872678077,1.150910593,0.593480924
Deaths,Both,50 to 54,Alcohol use,2007,1.075154016,1.323052453,0.8173215
Deaths,Both,50 to 54,Occupational exposure to formaldehyde,2007,0.024022911,0.054508975,0.004447533
Deaths,Male,55 to 59,Tobacco,2007,2.306658224,2.975863094,1.621835839
Deaths,Male,55 to 59,Alcohol use,2007,2.525625003,3.142712749,1.904607135
Deaths,Male,55 to 59,Occupational exposure to formaldehyde,2007,0.035808788,0.089074433,0.003005655
Deaths,Female,55 to 59,Tobacco,2007,0.087329925,0.133273562,0.048163009
Deaths,Female,55 to 59,Alcohol use,2007,0.178481561,0.268966718,0.106249698
Deaths,Female,55 to 59,Occupational exposure to formaldehyde,2007,0.010365295,0.026545993,0.000207924
Deaths,Both,55 to 59,Tobacco,2007,1.210578588,1.566967633,0.851805056
Deaths,Both,55 to 59,Alcohol use,2007,1.366420152,1.698156722,1.019177263
Deaths,Both,55 to 59,Occupational exposure to formaldehyde,2007,0.023242781,0.051276217,0.004645548
Deaths,Male,60 to 64,Tobacco,2007,2.721941991,3.459949241,1.967176114
Deaths,Male,60 to 64,Alcohol use,2007,2.68685951,3.296053658,2.046150953
Deaths,Male,60 to 64,Occupational exposure to formaldehyde,2007,0.032336986,0.081357066,0.00065152
Deaths,Female,60 to 64,Tobacco,2007,0.139232863,0.210455401,0.081184759
Deaths,Female,60 to 64,Alcohol use,2007,0.211356091,0.314761721,0.128424166
Deaths,Female,60 to 64,Occupational exposure to formaldehyde,2007,0.010177449,0.025397457,0.000561391
Deaths,Both,60 to 64,Tobacco,2007,1.436393084,1.835545942,1.03473339
Deaths,Both,60 to 64,Alcohol use,2007,1.454672471,1.799235157,1.102024738
Deaths,Both,60 to 64,Occupational exposure to formaldehyde,2007,0.02130703,0.048558749,0.004121117
Deaths,Male,65 to 69,Tobacco,2007,3.179718408,4.029038595,2.2998608
Deaths,Male,65 to 69,Alcohol use,2007,2.932264185,3.643288344,2.194108052
Deaths,Male,65 to 69,Occupational exposure to formaldehyde,2007,0.023904825,0.063025443,0.00118182
Deaths,Female,65 to 69,Tobacco,2007,0.189096625,0.277394412,0.113607744
Deaths,Female,65 to 69,Alcohol use,2007,0.209828505,0.31761208,0.128111532
Deaths,Female,65 to 69,Occupational exposure to formaldehyde,2007,0.006452242,0.016721214,0.000198141
Deaths,Both,65 to 69,Tobacco,2007,1.661113525,2.112499315,1.20031693
Deaths,Both,65 to 69,Alcohol use,2007,1.549841258,1.923491503,1.15071067
Deaths,Both,65 to 69,Occupational exposure to formaldehyde,2007,0.015042595,0.034870136,0.00285352
Deaths,Male,70 to 74,Tobacco,2007,3.864059115,4.87479416,2.82849763
Deaths,Male,70 to 74,Alcohol use,2007,3.348494276,4.166965033,2.487589166
Deaths,Male,70 to 74,Occupational exposure to formaldehyde,2007,0.028888829,0.076861896,0.000554757
Deaths,Female,70 to 74,Tobacco,2007,0.291461791,0.430261049,0.173698578
Deaths,Female,70 to 74,Alcohol use,2007,0.311265118,0.458412825,0.183859774
Deaths,Female,70 to 74,Occupational exposure to formaldehyde,2007,0.011203931,0.030047186,0.000425608
Deaths,Both,70 to 74,Tobacco,2007,1.997952211,2.536842573,1.465318925
Deaths,Both,70 to 74,Alcohol use,2007,1.762031043,2.212224617,1.302663282
Deaths,Both,70 to 74,Occupational exposure to formaldehyde,2007,0.019651317,0.044287493,0.004420158
Deaths,Male,75 to 79,Tobacco,2007,3.821659665,4.816969312,2.794765229
Deaths,Male,75 to 79,Alcohol use,2007,2.969472259,3.723815147,2.160106638
Deaths,Male,75 to 79,Occupational exposure to formaldehyde,2007,0.012277552,0.033008705,0.000203466
Deaths,Female,75 to 79,Tobacco,2007,0.303714579,0.438337306,0.184462252
Deaths,Female,75 to 79,Alcohol use,2007,0.326930502,0.495041806,0.190333394
Deaths,Female,75 to 79,Occupational exposure to formaldehyde,2007,0.005588721,0.014509897,0.000141832
Deaths,Both,75 to 79,Tobacco,2007,1.93382161,2.438238083,1.402529688
Deaths,Both,75 to 79,Alcohol use,2007,1.551402684,1.976362016,1.11612398
Deaths,Both,75 to 79,Occupational exposure to formaldehyde,2007,0.008688118,0.018213395,0.001992194
Deaths,Male,<1 year,Tobacco,2007,0,0,0
Deaths,Male,<1 year,Alcohol use,2007,0,0,0
Deaths,Male,<1 year,Occupational exposure to formaldehyde,2007,0,0,0
Deaths,Female,<1 year,Tobacco,2007,0,0,0
Deaths,Female,<1 year,Alcohol use,2007,0,0,0
Deaths,Female,<1 year,Occupational exposure to formaldehyde,2007,0,0,0
Deaths,Both,<1 year,Tobacco,2007,0,0,0
Deaths,Both,<1 year,Alcohol use,2007,0,0,0
Deaths,Both,<1 year,Occupational exposure to formaldehyde,2007,0,0,0
Deaths,Male,80 to 84,Tobacco,2007,4.03311729,5.049549435,3.009916015
Deaths,Male,80 to 84,Alcohol use,2007,2.759181724,3.546249147,1.909248688
Deaths,Male,80 to 84,Occupational exposure to formaldehyde,2007,0,0,0
Deaths,Female,80 to 84,Tobacco,2007,0.38762023,0.559278513,0.243133943
Deaths,Female,80 to 84,Alcohol use,2007,0.398231725,0.589720353,0.23828606
Deaths,Female,80 to 84,Occupational exposure to formaldehyde,2007,0,0,0
Deaths,Both,80 to 84,Tobacco,2007,1.944431037,2.447245101,1.444395402
Deaths,Both,80 to 84,Alcohol use,2007,1.406476255,1.812875152,0.961508091
Deaths,Both,80 to 84,Occupational exposure to formaldehyde,2007,0,0,0
Deaths,Male,85 to 89,Tobacco,2007,4.256136771,5.311269127,3.140004895
Deaths,Male,85 to 89,Alcohol use,2007,2.990341097,3.812231803,2.092517589
Deaths,Male,85 to 89,Occupational exposure to formaldehyde,2007,0,0,0
Deaths,Female,85 to 89,Tobacco,2007,0.33318314,0.487809989,0.203147373
Deaths,Female,85 to 89,Alcohol use,2007,0.457628619,0.672600061,0.271541998
Deaths,Female,85 to 89,Occupational exposure to formaldehyde,2007,0,0,0
Deaths,Both,85 to 89,Tobacco,2007,1.759517168,2.213503438,1.299131045
Deaths,Both,85 to 89,Alcohol use,2007,1.378489361,1.787367008,0.936861452
Deaths,Both,85 to 89,Occupational exposure to formaldehyde,2007,0,0,0
Deaths,Male,90 to 94,Tobacco,2007,3.419210065,4.372717688,2.489442638
Deaths,Male,90 to 94,Alcohol use,2007,2.564072743,3.260133608,1.773708221
Deaths,Male,90 to 94,Occupational exposure to formaldehyde,2007,0,0,0
Deaths,Female,90 to 94,Tobacco,2007,0.376619311,0.553486926,0.229493785
Deaths,Female,90 to 94,Alcohol use,2007,0.529136716,0.771663615,0.309058692
Deaths,Female,90 to 94,Occupational exposure to formaldehyde,2007,0,0,0
Deaths,Both,90 to 94,Tobacco,2007,1.262766558,1.627663234,0.90613225
Deaths,Both,90 to 94,Alcohol use,2007,1.121806945,1.467121573,0.747085341
Deaths,Both,90 to 94,Occupational exposure to formaldehyde,2007,0,0,0
Deaths,Male,95 plus,Tobacco,2007,4.205523258,5.510645192,2.921177433
Deaths,Male,95 plus,Alcohol use,2007,3.019825247,3.939197145,2.055199854
Deaths,Male,95 plus,Occupational exposure to formaldehyde,2007,0,0,0
Deaths,Female,95 plus,Tobacco,2007,0.420628516,0.62670561,0.25828447
Deaths,Female,95 plus,Alcohol use,2007,0.680889092,1.001762282,0.393730193
Deaths,Female,95 plus,Occupational exposure to formaldehyde,2007,0,0,0
Deaths,Both,95 plus,Tobacco,2007,1.378572539,1.830968639,0.947319469
Deaths,Both,95 plus,Alcohol use,2007,1.272865901,1.707867544,0.827658468
Deaths,Both,95 plus,Occupational exposure to formaldehyde,2007,0,0,0
Deaths,Male,<1 year,Tobacco,2005,0,0,0
Deaths,Male,<1 year,Alcohol use,2005,0,0,0
Deaths,Male,<1 year,Occupational exposure to formaldehyde,2005,0,0,0
Deaths,Female,<1 year,Tobacco,2005,0,0,0
Deaths,Female,<1 year,Alcohol use,2005,0,0,0
Deaths,Female,<1 year,Occupational exposure to formaldehyde,2005,0,0,0
Deaths,Both,<1 year,Tobacco,2005,0,0,0
Deaths,Both,<1 year,Alcohol use,2005,0,0,0
Deaths,Both,<1 year,Occupational exposure to formaldehyde,2005,0,0,0
Deaths,Male,80 to 84,Tobacco,2005,4.341597833,5.38999057,3.226039624
Deaths,Male,80 to 84,Alcohol use,2005,2.844463166,3.712024188,1.950005049
Deaths,Male,80 to 84,Occupational exposure to formaldehyde,2005,0,0,0
Deaths,Female,80 to 84,Tobacco,2005,0.42437712,0.616940834,0.264062495
Deaths,Female,80 to 84,Alcohol use,2005,0.437238615,0.66018827,0.256071555
Deaths,Female,80 to 84,Occupational exposure to formaldehyde,2005,0,0,0
Deaths,Both,80 to 84,Tobacco,2005,2.07292636,2.593590019,1.539828196
Deaths,Both,80 to 84,Alcohol use,2005,1.450311019,1.905254872,0.980889596
Deaths,Both,80 to 84,Occupational exposure to formaldehyde,2005,0,0,0
Deaths,Male,85 to 89,Tobacco,2005,4.407709317,5.48840932,3.228050133
Deaths,Male,85 to 89,Alcohol use,2005,2.978188284,3.872905281,2.054913468
Deaths,Male,85 to 89,Occupational exposure to formaldehyde,2005,0,0,0
Deaths,Female,85 to 89,Tobacco,2005,0.352291154,0.523520728,0.21472334
Deaths,Female,85 to 89,Alcohol use,2005,0.501127839,0.749202604,0.296383516
Deaths,Female,85 to 89,Occupational exposure to formaldehyde,2005,0,0,0
Deaths,Both,85 to 89,Tobacco,2005,1.824154296,2.294734834,1.344354555
Deaths,Both,85 to 89,Alcohol use,2005,1.40014585,1.85188647,0.953119803
Deaths,Both,85 to 89,Occupational exposure to formaldehyde,2005,0,0,0
Deaths,Male,90 to 94,Tobacco,2005,3.471137611,4.413096059,2.547468838
Deaths,Male,90 to 94,Alcohol use,2005,2.533910224,3.251933525,1.757962811
Deaths,Male,90 to 94,Occupational exposure to formaldehyde,2005,0,0,0
Deaths,Female,90 to 94,Tobacco,2005,0.391103597,0.575457531,0.23594173
Deaths,Female,90 to 94,Alcohol use,2005,0.547616953,0.815056009,0.327349195
Deaths,Female,90 to 94,Occupational exposure to formaldehyde,2005,0,0,0
Deaths,Both,90 to 94,Tobacco,2005,1.303033452,1.673995701,0.939719871
Deaths,Both,90 to 94,Alcohol use,2005,1.135714398,1.502963625,0.755995378
Deaths,Both,90 to 94,Occupational exposure to formaldehyde,2005,0,0,0
Deaths,Male,95 plus,Tobacco,2005,4.075423446,5.253201157,2.867005668
Deaths,Male,95 plus,Alcohol use,2005,2.794416205,3.65431225,1.888805167
Deaths,Male,95 plus,Occupational exposure to formaldehyde,2005,0,0,0
Deaths,Female,95 plus,Tobacco,2005,0.440244171,0.656870156,0.270773904
Deaths,Female,95 plus,Alcohol use,2005,0.680557408,0.988894106,0.400124327
Deaths,Female,95 plus,Occupational exposure to formaldehyde,2005,0,0,0
Deaths,Both,95 plus,Tobacco,2005,1.378850876,1.846432816,0.959206249
Deaths,Both,95 plus,Alcohol use,2005,1.226357736,1.648556369,0.808963713
Deaths,Both,95 plus,Occupational exposure to formaldehyde,2005,0,0,0
Deaths,Male,15 to 19,Alcohol use,2010,0.015064303,0.021636283,0.009334621
Deaths,Male,15 to 19,Occupational exposure to formaldehyde,2010,0.000514703,0.001345968,9.95E-06
Deaths,Female,15 to 19,Alcohol use,2010,0.0015797,0.002348951,0.000899815
Deaths,Female,15 to 19,Occupational exposure to formaldehyde,2010,0.000227283,0.000587201,7.81E-06
Deaths,Both,15 to 19,Alcohol use,2010,0.008566159,0.012157965,0.005412226
Deaths,Both,15 to 19,Occupational exposure to formaldehyde,2010,0.000376197,0.000853125,8.47E-05
Deaths,Male,20 to 24,Alcohol use,2010,0.049142935,0.065741797,0.035035529
Deaths,Male,20 to 24,Occupational exposure to formaldehyde,2010,0.001661539,0.004339254,6.88E-05
Deaths,Female,20 to 24,Alcohol use,2010,0.004774018,0.007105108,0.002690196
Deaths,Female,20 to 24,Occupational exposure to formaldehyde,2010,0.000740819,0.001888603,2.43E-05
Deaths,Both,20 to 24,Alcohol use,2010,0.027359243,0.036562015,0.019166821
Deaths,Both,20 to 24,Occupational exposure to formaldehyde,2010,0.001209495,0.002691778,0.000284629
Deaths,Male,25 to 29,Alcohol use,2010,0.092815097,0.120225595,0.069091836
Deaths,Male,25 to 29,Occupational exposure to formaldehyde,2010,0.008083338,0.02006172,0.000163853
Deaths,Female,25 to 29,Alcohol use,2010,0.008258265,0.01261162,0.004872218
Deaths,Female,25 to 29,Occupational exposure to formaldehyde,2010,0.004091801,0.010514819,0.000176835
Deaths,Both,25 to 29,Alcohol use,2010,0.051041879,0.06664761,0.037831329
Deaths,Both,25 to 29,Occupational exposure to formaldehyde,2010,0.006111417,0.012626653,0.001344593
Deaths,Male,30 to 34,Tobacco,2010,0.043463572,0.071980697,0.017409664
Deaths,Male,30 to 34,Alcohol use,2010,0.191062127,0.243126697,0.144649003
Deaths,Male,30 to 34,Occupational exposure to formaldehyde,2010,0.010811586,0.027829718,-6.64E-05
Deaths,Female,30 to 34,Tobacco,2010,0.001507917,0.002720178,0.000506255
Deaths,Female,30 to 34,Alcohol use,2010,0.016015812,0.024505449,0.009551002
Deaths,Female,30 to 34,Occupational exposure to formaldehyde,2010,0.00482571,0.011909515,0.00034254
Deaths,Both,30 to 34,Tobacco,2010,0.022815081,0.037851118,0.009133593
Deaths,Both,30 to 34,Alcohol use,2010,0.104913021,0.134383507,0.079067563
Deaths,Both,30 to 34,Occupational exposure to formaldehyde,2010,0.007865635,0.016390559,0.001744297
Deaths,Male,35 to 39,Tobacco,2010,0.184893254,0.281086286,0.090089813
Deaths,Male,35 to 39,Alcohol use,2010,0.427733974,0.528180609,0.324788628
Deaths,Male,35 to 39,Occupational exposure to formaldehyde,2010,0.02475171,0.05994195,0.000772081
Deaths,Female,35 to 39,Tobacco,2010,0.005192069,0.009154933,0.002013856
Deaths,Female,35 to 39,Alcohol use,2010,0.02986209,0.044146727,0.017582282
Deaths,Female,35 to 39,Occupational exposure to formaldehyde,2010,0.008891189,0.022469405,0.000458968
Deaths,Both,35 to 39,Tobacco,2010,0.096824544,0.147134105,0.046929594
Deaths,Both,35 to 39,Alcohol use,2010,0.232743254,0.291387366,0.17692231
Deaths,Both,35 to 39,Occupational exposure to formaldehyde,2010,0.016978719,0.03727218,0.004013883
Deaths,Male,40 to 44,Tobacco,2010,0.509611628,0.728323583,0.297064408
Deaths,Male,40 to 44,Alcohol use,2010,0.868520336,1.073901772,0.665447917
Deaths,Male,40 to 44,Occupational exposure to formaldehyde,2010,0.035051673,0.083824068,0.002191028
Deaths,Female,40 to 44,Tobacco,2010,0.013478243,0.023486686,0.005697924
Deaths,Female,40 to 44,Alcohol use,2010,0.06465534,0.096670401,0.039411449
